    0           0.54353400          -337.883209                    0 
    1           0.54310800          -337.883279           -6.987e-05 
    2           0.54225000          -337.883427            -0.000218 
    3           0.54099600          -337.883624          -0.00041497 
    4           0.53930300          -337.883898          -0.00068875 
    5           0.53714600          -337.884242          -0.00103271 
    6           0.53444500          -337.884626           -0.0014171 
    7           0.53131100          -337.885110          -0.00190088 
    8           0.52721500          -337.885629          -0.00242002 
    9           0.52425700          -337.886249          -0.00304014 
   10           0.51896400          -337.886878          -0.00366845 
   11           0.51509800          -337.887589          -0.00437997 
   12           0.50937600          -337.888385          -0.00517581 
   13           0.50555800          -337.889221          -0.00601135 
   14           0.49914100          -337.890084          -0.00687437 
   15           0.49222700          -337.890985           -0.0077759 
   16           0.48632200          -337.891970          -0.00876095 
   17           0.48028700          -337.892997            -0.009788 
   18           0.47208500          -337.894111           -0.0109013 
   19           0.46462000          -337.895192           -0.0119828 
   20           0.45666000          -337.896388           -0.0131789 
   21           0.44896000          -337.897553            -0.014344 
   22           0.44035500          -337.898818           -0.0156083 
   23           0.43232200          -337.900053           -0.0168434 
   24           0.42374900          -337.901368           -0.0181582 
   25           0.41427900          -337.902712           -0.0195026 
   26           0.40563700          -337.904008           -0.0207984 
   27           0.39720800          -337.905400           -0.0221907 
   28           0.38835100          -337.906773           -0.0235636 
   29           0.37878900          -337.908174           -0.0249651 
   30           0.36823400          -337.909625           -0.0264152 
   31           0.36018500          -337.911020           -0.0278107 
   32           0.35114500          -337.912435           -0.0292252 
   33           0.34162000          -337.913889             -0.03068 
   34           0.33290100          -337.915314           -0.0321042 
   35           0.32362300          -337.916764           -0.0335549 
   36           0.31510000          -337.918216            -0.035007 
   37           0.30676400          -337.919650           -0.0364407 
   38           0.29848000          -337.921090           -0.0378811 
   39           0.29066600          -337.922549           -0.0393395 
   40           0.28324100          -337.923973           -0.0407637 
   41           0.27597100          -337.925425           -0.0422155 
   42           0.26914200          -337.926840           -0.0436306 
   43           0.26260600          -337.928295           -0.0450852 
   44           0.25648700          -337.929708           -0.0464982 
   45           0.25073500          -337.931152           -0.0479425 
   46           0.24524900          -337.932557           -0.0493475 
   47           0.24025700          -337.934000           -0.0507909 
   48           0.23542500          -337.935403           -0.0521932 
   49           0.23116600          -337.936838           -0.0536282 
   50           0.22685900          -337.938230           -0.0550207 
   51           0.22705100          -337.939661           -0.0564515 
   52           0.22726800          -337.941048           -0.0578388 
   53           0.22761400          -337.942466           -0.0592567 
   54           0.22787500          -337.943837            -0.060628 
   55           0.22870200          -337.945243           -0.0620333 
   56           0.22987600          -337.946609           -0.0633998 
   57           0.23445800          -337.947950           -0.0647408 
   58           0.23826300          -337.949196           -0.0659863 
   59           0.24261000          -337.950361           -0.0671516 
   60           0.24585600          -337.951439           -0.0682295 
   61           0.24978300          -337.952451           -0.0692415 
   62           0.25222500          -337.953394           -0.0701849 
   63           0.25571400          -337.954292           -0.0710823 
   64           0.25704400          -337.955141           -0.0719321 
   65           0.26017900          -337.955968           -0.0727588 
