5.25	5.7392905	-0.932600719807656	1.04289813790464
5.3	5.7813708	-0.97885116385393	1.1510794144532
5.35	5.8234511	-1.02912094498356	1.2339299073243
5.4	5.8655314	-1.08234413622016	1.29144961651794
5.45	5.9076117	-1.13745481058735	1.32363854203413
5.5	5.949692	-1.19338704110875	1.33049668387286
5.55	5.9917723	-1.24907490080797	1.31202404203413
5.6	6.0338526	-1.30345246270864	1.26822061651794
5.65	6.0759329	-1.35545379983437	1.1990864073243
5.7	6.1180132	-1.40401298520877	1.1046214144532
5.75	6.1600935	-1.44806409185547	0.984825637904643
5.8	6.2021738	-1.48654119279808	0.839699077678629
5.85	6.2442541	-1.51837836106022	0.669241733775158
5.9	6.2863344	-1.54250966966551	0.473453606194229
5.95	6.3284147	-1.55786919163756	0.252334694935843
6	6.370495	-1.563391	0.005885
