0	0.000000	0.000000	-0.004816
0.05	0.0751207	0.002925484840228	-0.07210702368061
0.1	0.1502414	0.010688543596704	-0.133610697500103
0.15	0.2253621	0.022854426496716	-0.189327021458479
0.2	0.3004828	0.038988383767552	-0.239255995555739
0.25	0.3756035	0.0586556656365	-0.283397619791882
0.3	0.4507242	0.081421522330848	-0.321751894166907
0.35	0.5258449	0.106851204077884	-0.354318818680816
0.4	0.6009656	0.134509961104896	-0.381098393333608
0.45	0.6760863	0.163963043639172	-0.402090618125284
0.5	0.751207	0.194775701908	-0.417295493055842
0.55	0.8263277	0.226513186138668	-0.426713018125284
0.6	0.9014484	0.258740746558464	-0.430343193333608
0.65	0.9765691	0.291023633394676	-0.428186018680816
0.7	1.0516898	0.322927096874592	-0.420241494166907
0.75	1.1268105	0.3540163872255	-0.406509619791881
0.8	1.2019312	0.383856754674688	-0.386990395555739
0.85	1.2770519	0.412013449449444	-0.361683821458479
0.9	1.3521726	0.438051721777056	-0.330589897500103
0.95	1.4272933	0.461536821884812	-0.29370862368061
1	1.502414	0.482034	-0.251040
1.05	1.57748895	0.501974358773704	-0.279454013545728
1.1	1.6525639	0.523886180178163	-0.30355985198138
1.15	1.72763885	0.547446028182396	-0.323357515306955
1.2	1.8027138	0.572330466755424	-0.338847003522453
1.25	1.87778875	0.598216059866266	-0.350028316627875
1.3	1.9528637	0.624779371483941	-0.35690145462322
1.35	2.02793865	0.65169696557747	-0.359466417508488
1.4	2.1030136	0.678645406115872	-0.35772320528368
1.45	2.17808855	0.705301257068167	-0.351671817948795
1.5	2.2531635	0.731341082403375	-0.341312255503833
1.55	2.32823845	0.756441446090515	-0.326644517948795
1.6	2.4033134	0.780278912098608	-0.30766860528368
1.65	2.47838835	0.802530044396673	-0.284384517508488
1.7	2.5534633	0.822871406953729	-0.25679225462322
1.75	2.62853825	0.840979563738797	-0.224891816627875
1.8	2.7036132	0.856531078720896	-0.188683203522453
1.85	2.77868815	0.869202515869046	-0.148166415306955
1.9	2.8537631	0.878670439152267	-0.10334145198138
1.95	2.92883805	0.884611412539578	-0.0542083135457282
2	3.003913	0.886702	-0.000767
2.05	3.04599025	0.876655767999843	0.471083697474778
2.1	3.0880675	0.847663848463845	0.899752284689054
2.15	3.13014475	0.801543225840964	1.28523876164283
2.2	3.172222	0.74011088458016	1.6275431283361
2.25	3.21429925	0.665183809130391	1.92666538476886
2.3	3.2563765	0.578578983940615	2.18260553094113
2.35	3.29845375	0.482113393459792	2.39536356685289
2.4	3.340531	0.37760402213688	2.56493949250414
2.45	3.38260825	0.266867854420838	2.6913333078949
2.5	3.4246855	0.151721874760625	2.77454501302515
2.55	3.46676275	0.0339830676051995	2.8145746078949
2.6	3.50884	-0.0845315825964799	2.81142209250414
2.65	3.55091725	-0.202005091395454	2.76508746685289
2.7	3.5929945	-0.316620474342765	2.67557073094113
2.75	3.63507175	-0.426560746989453	2.54287188476886
2.8	3.677149	-0.53000892488656	2.36699092833609
2.85	3.71922625	-0.625148023585127	2.14792786164283
2.9	3.7613035	-0.710161058636195	1.88568268468905
2.95	3.80338075	-0.783231045590805	1.58025539747478
3	3.845458	-0.842541	1.231646
3.05	3.88754775	-0.891221144939927	1.08311767560969
3.1	3.9296375	-0.933852373445265	0.944216569576263
3.15	3.97172725	-0.970839892729851	0.814942681899705
3.2	4.013817	-1.00258891000752	0.695296012580023
3.25	4.05590675	-1.02950463249211	0.585276561617214
3.3	4.0979965	-1.05199226739746	0.484884329011279
3.35	4.14008625	-1.07045702193739	0.394119314762219
3.4	4.182176	-1.08530410332576	0.312981518870034
3.45	4.22426575	-1.09693871877639	0.241470941334722
3.5	4.2663555	-1.10576607550313	0.179587582156285
3.55	4.30844525	-1.1121913807198	0.127331441334722
3.6	4.350535	-1.11661984164024	0.0847025188700336
3.65	4.39262475	-1.11945666547829	0.0517008147622194
3.7	4.4347145	-1.12110705944779	0.0283263290112795
3.75	4.47680425	-1.12197623076258	0.0145790616172138
3.8	4.518894	-1.12246938663648	0.0104590125800225
3.85	4.56098375	-1.12299173428334	0.0159661818997054
3.9	4.6030735	-1.12394848091699	0.0311005695762627
3.95	4.64516325	-1.12574483375126	0.0558621756096943
4	4.687253	-1.128786	0.090251
4.05	4.7293348	-1.12957836289238	-0.0501025581264703
4.1	4.7714166	-1.1247787741718	-0.175514799608049
4.15	4.8134984	-1.11501599133702	-0.285985724444736
4.2	4.8555802	-1.10091877188685	-0.381515332636532
4.25	4.897662	-1.08311587332006	-0.462103624183435
4.3	4.9397438	-1.06223605313545	-0.527750599085448
4.35	4.9818256	-1.0389080688318	-0.578456257342568
4.4	5.0239074	-1.0137606779079	-0.614220598954797
4.45	5.0659892	-0.987422637862541	-0.635043623922135
4.5	5.108071	-0.9605227061945	-0.64092533224458
4.55	5.1501528	-0.93368964040257	-0.631865723922135
4.6	5.1922346	-0.907552197985536	-0.607864798954797
4.65	5.2343164	-0.882739136442187	-0.568922557342568
4.7	5.2763982	-0.859879213271308	-0.515038999085447
4.75	5.31848	-0.839601185971688	-0.446214124183435
4.8	5.3605618	-0.822533812042112	-0.362447932636531
4.85	5.4026436	-0.809305848981369	-0.263740424444736
4.9	5.4447254	-0.800546054288244	-0.150091599608048
4.95	5.4868072	-0.796883185461526	-0.02150145812647
5	5.528889	-0.798946	0.122030
5.05	5.5709693	-0.809110853983761	0.356865194935843
5.1	5.6130496	-0.82862467993279	0.566369606194229
5.15	5.6551299	-0.856421550870704	0.750543233775158
5.2	5.6972102	-0.89143553982112	0.909386077678629
